x,y
0.0014616680,0.2385254485
0.0014636680,0.2263032787
0.0014656680,0.2140453730
0.0014676680,0.2017536671
0.0014696680,0.1894301019
0.0014716680,0.1770766235
0.0014736680,0.1646951826
0.0014756680,0.1522877345
0.0014776680,0.1398562384
0.0014796680,0.1274026574
0.0014816680,0.1149289580
0.0014836680,0.1024371100
0.0014856680,0.0899290860
0.0014876680,0.0774068611
0.0014896680,0.0648724128
0.0014916680,0.0523277204
0.0014936680,0.0397747648
0.0014956680,0.0272155284
0.0014976680,0.0146519943
0.0014996680,0.0020861464
0.0015016680,-0.0104800308
0.0015036680,-0.0230445532
0.0015056680,-0.0356054365
0.0015076680,-0.0481606973
0.0015096680,-0.0607083530
0.0015116680,-0.0732464221
0.0015136680,-0.0857729248
0.0015156680,-0.0982858830
0.0015176680,-0.1107833206
0.0015196680,-0.1232632643
0.0015216680,-0.1357237433
0.0015236680,-0.1481627899
0.0015256680,-0.1605784399
0.0015276680,-0.1729687327
0.0015296680,-0.1853317118
0.0015316680,-0.1976654248
0.0015336680,-0.2099679242
0.0015356680,-0.2222372672
0.0015376680,-0.2344715163
0.0015396680,-0.2466687397
0.0015416680,-0.2588270112
0.0015436680,-0.2709444110
0.0015456680,-0.2830190255
0.0015476680,-0.2950489479
0.0015496680,-0.3070322788
0.0015516680,-0.3189671257
0.0015536680,-0.3308516040
0.0015556680,-0.3426838369
0.0015576680,-0.3544619562
0.0015596680,-0.3661841017
0.0015616680,-0.3778484226
0.0015636680,-0.3894530768
0.0015656680,-0.4009962319
0.0015676680,-0.4124760650
0.0015696680,-0.4238907633
0.0015716680,-0.4352385244
0.0015736680,-0.4465175563
0.0015756680,-0.4577260779
0.0015776680,-0.4688623192
0.0015796680,-0.4799245217
0.0015816680,-0.4909109386
0.0015836680,-0.5018198350
0.0015856680,-0.5126494882
0.0015876680,-0.5233981881
0.0015896680,-0.5340642373
0.0015916680,-0.5446459516
0.0015936680,-0.5551416600
0.0015956680,-0.5655497052
0.0015976680,-0.5758684434
0.0015996680,-0.5860962454
0.0016016680,-0.5962314959
0.0016036680,-0.6062725946
0.0016056680,-0.6162179558
0.0016076680,-0.6260660091
0.0016096680,-0.6358151993
0.0016116680,-0.6454639868
0.0016136680,-0.6550108482
0.0016156680,-0.6644542757
0.0016176680,-0.6737927782
0.0016196680,-0.6830248811
0.0016216680,-0.6921491263
0.0016236680,-0.7011640732
0.0016256680,-0.7100682982
0.0016276680,-0.7188603951
0.0016296680,-0.7275389757
0.0016316680,-0.7361026694
0.0016336680,-0.7445501240
0.0016356680,-0.7528800055
0.0016376680,-0.7610909984
0.0016396680,-0.7691818063
0.0016416680,-0.7771511515
0.0016436680,-0.7849977755
0.0016456680,-0.7927204393
